,location,total_sqft,bath,price,bhk
610,BTM Layout,1458.0,3.0,79.0,3
611,BTM Layout,935.0,2.0,51.5,2
612,BTM Layout,1020.0,2.0,46.5,2
613,BTM Layout,1600.0,3.0,112.0,3
614,BTM Layout,1300.0,2.0,75.0,3
615,BTM Layout,1540.0,2.0,78.0,3
616,BTM Layout,450.0,1.0,20.0,1
617,BTM Layout,1196.0,2.0,56.81,2
618,BTM Layout,1470.0,2.0,99.0,3
621,Babusapalaya,1611.0,2.0,66.0,3
623,Babusapalaya,1675.0,3.0,75.0,3
624,Babusapalaya,1141.0,2.0,46.0,2
625,Babusapalaya,1500.0,2.0,57.0,2
627,Babusapalaya,1050.0,2.0,45.0,2
628,Babusapalaya,1141.0,2.0,45.9,2
630,Babusapalaya,1230.0,3.0,53.0,3
631,Babusapalaya,1105.0,2.0,40.0,2
632,Babusapalaya,1410.0,2.0,65.0,3
633,Babusapalaya,1450.0,2.0,55.99,2
634,Babusapalaya,1100.0,2.0,38.0,2
636,Babusapalaya,1061.0,2.0,33.84,2
637,Babusapalaya,1061.0,2.0,38.95,2
638,Babusapalaya,1061.0,2.0,34.0,2
639,Babusapalaya,1245.0,2.0,58.0,2
640,Badavala Nagar,1494.0,2.0,94.55,3
641,Badavala Nagar,1274.0,2.0,81.0,2
642,Badavala Nagar,1842.0,3.0,115.0,3
643,Badavala Nagar,1494.0,2.0,94.55,3
644,Badavala Nagar,1274.0,2.0,81.0,2
645,Badavala Nagar,1494.0,2.0,94.55,3
646,Badavala Nagar,1842.0,3.0,115.0,3
647,Badavala Nagar,1842.0,3.0,115.0,3
648,Badavala Nagar,1842.0,3.0,115.0,3
649,Balagere,1210.0,2.0,80.9,2
650,Balagere,1210.0,2.0,72.0,2
651,Balagere,1205.0,2.0,78.5,2
652,Balagere,790.5,1.0,41.9,1
655,Balagere,1020.07,2.0,68.38,2
656,Balagere,1205.47,2.0,81.0,2
657,Balagere,1007.0,2.0,65.0,2
659,Balagere,1210.0,2.0,74.0,2
660,Balagere,1210.0,2.0,83.0,2
661,Balagere,675.0,1.0,45.0,1
662,Balagere,656.0,1.0,43.0,1
664,Balagere,1012.0,2.0,64.0,2
665,Balagere,1007.0,2.0,62.0,2
666,Balagere,1007.0,2.0,67.0,2
667,Balagere,1007.0,2.0,66.0,2
670,Balagere,645.0,1.0,34.18,1
673,Balagere,790.5,1.0,42.295,1
674,Balagere,1012.0,2.0,65.0,2
675,Balagere,656.0,1.0,38.77,1
676,Balagere,645.0,1.0,39.0,1
677,Balagere,645.0,1.0,41.0,1
678,Balagere,1210.0,2.0,82.0,2
679,Balagere,656.0,1.0,34.77,1
680,Balagere,1205.0,2.0,73.87,2
681,Balagere,1012.0,2.0,70.0,2
682,Balagere,1007.0,2.0,68.0,2
684,Balagere,1205.0,2.0,79.0,2
685,Balagere,1012.0,2.0,68.0,2
687,Banashankari,1077.0,2.0,37.64,2
688,Banashankari,1470.0,2.0,88.64,3
689,Banashankari,1300.0,2.0,75.0,3
690,Banashankari,1800.0,3.0,115.0,3
691,Banashankari,1125.0,2.0,63.0,2
693,Banashankari,1310.0,2.0,80.0,2
694,Banashankari,2600.0,4.0,135.0,3
695,Banashankari,1900.0,2.0,170.0,3
696,Banashankari,1260.0,2.0,75.0,2
697,Banashankari,1170.0,2.0,46.79,2
699,Banashankari,1350.0,2.0,83.0,3
701,Banashankari,1330.0,2.0,78.0,2
702,Banashankari,1400.0,2.0,78.0,3
703,Banashankari,1700.0,3.0,125.0,3
704,Banashankari,1020.0,2.0,40.79,2
705,Banashankari,1600.0,2.0,63.98,2
706,Banashankari,1041.0,2.0,36.44,2
707,Banashankari,2400.0,1.0,200.0,1
708,Banashankari,1390.0,2.0,86.0,2
709,Banashankari,1460.0,2.0,70.0,2
710,Banashankari,1200.0,2.0,60.0,2
711,Banashankari,1290.0,2.0,80.0,2
712,Banashankari,2582.0,5.0,250.0,3
713,Banashankari,1186.0,2.0,65.0,2
714,Banashankari,1650.0,3.0,101.0,3
716,Banashankari,1181.0,2.0,75.0,2
717,Banashankari,1105.0,2.0,90.0,2
718,Banashankari,720.0,1.0,60.0,1
719,Banashankari,1040.0,2.0,45.0,2
720,Banashankari,1330.0,2.0,77.0,2
721,Banashankari,1200.0,2.0,49.0,2
722,Banashankari,1185.0,2.0,67.0,2
723,Banashankari,1000.0,2.0,50.0,2
724,Banashankari,1650.0,3.0,90.75,3
725,Banashankari,1650.0,3.0,101.0,3
726,Banashankari,1310.0,2.0,80.43,2
727,Banashankari,600.0,1.0,27.0,2
728,Banashankari,1430.0,2.0,87.8,2
729,Banashankari,1020.0,2.0,42.83,2
731,Banashankari,1540.0,3.0,80.0,3
732,Banashankari,1195.0,2.0,35.84,2
733,Banashankari,1683.0,3.0,115.0,3
734,Banashankari,1800.0,3.0,125.0,3
735,Banashankari,1175.0,2.0,41.13,2
736,Banashankari,1750.0,2.0,89.0,3
737,Banashankari,1800.0,3.0,175.0,3
738,Banashankari,1450.0,2.0,50.75,2
739,Banashankari,1770.0,3.0,108.0,3
740,Banashankari,1800.0,3.0,125.0,3
743,Banashankari,1200.0,3.0,74.52,3
744,Banashankari,1100.0,2.0,63.0,2
745,Banashankari,1020.0,2.0,40.79,2
746,Banashankari,1260.0,2.0,75.0,2
748,Banashankari,1426.0,3.0,85.0,3
749,Banashankari Stage II,1700.0,2.0,150.0,2
750,Banashankari Stage II,1200.0,2.0,150.0,4
751,Banashankari Stage II,1500.0,2.0,120.0,3
752,Banashankari Stage II,2400.0,3.0,510.0,5
753,Banashankari Stage II,1240.0,2.0,59.52,3
754,Banashankari Stage II,1250.0,2.0,110.0,2
755,Banashankari Stage II,1260.0,2.0,95.0,3
756,Banashankari Stage II,2400.0,2.0,300.0,3
757,Banashankari Stage II,1400.0,2.0,100.0,2
758,Banashankari Stage II,2800.0,3.0,425.0,5
759,Banashankari Stage II,3000.0,3.0,450.0,3
760,Banashankari Stage II,1200.0,2.0,198.0,3
761,Banashankari Stage II,1245.0,2.0,125.0,2
762,Banashankari Stage III,1305.0,2.0,58.7,3
763,Banashankari Stage III,1145.0,2.0,58.4,2
764,Banashankari Stage III,1650.0,3.0,118.0,3
765,Banashankari Stage III,2400.0,4.0,240.0,4
766,Banashankari Stage III,1350.0,2.0,68.0,3
768,Banashankari Stage III,1305.0,2.0,59.0,3
769,Banashankari Stage III,1305.0,2.0,60.0,3
770,Banashankari Stage III,1200.0,2.0,42.0,2
771,Banashankari Stage III,1305.0,2.0,59.0,3
772,Banashankari Stage III,1480.0,3.0,75.48,3
773,Banashankari Stage III,1305.0,2.0,59.0,3
774,Banashankari Stage III,1304.0,2.0,111.0,2
775,Banashankari Stage III,3000.0,6.0,150.0,6
776,Banashankari Stage III,1085.0,2.0,50.0,2
777,Banashankari Stage III,1500.0,2.0,100.0,3
778,Banashankari Stage III,2100.0,3.0,147.0,4
779,Banashankari Stage III,1420.0,2.0,95.0,3
780,Banashankari Stage V,1300.0,2.0,58.5,3
781,Banashankari Stage V,1305.0,2.0,49.0,3
782,Banashankari Stage V,1035.0,2.0,35.77,2
783,Banashankari Stage V,1355.0,2.0,61.0,3
784,Banashankari Stage V,1510.0,3.0,47.57,3
785,Banashankari Stage V,1650.0,3.0,51.98,3
786,Banashankari Stage V,1630.0,3.0,51.35,3
787,Banashankari Stage V,1510.0,3.0,47.57,3
788,Banashankari Stage V,1315.0,2.0,49.0,3
789,Banashankari Stage V,1540.0,3.0,48.51,3
790,Banashankari Stage V,920.0,2.0,41.5,2
791,Banashankari Stage VI,1177.5,2.0,59.935,2
792,Banashankari Stage VI,4800.0,4.0,190.0,4
793,Banashankari Stage VI,2800.0,4.0,89.0,4
794,Banashankari Stage VI,2200.0,4.0,195.0,4
795,Banashankari Stage VI,1160.0,2.0,59.0,2
796,Banashankari Stage VI,1180.0,2.0,59.47,2
797,Banashankari Stage VI,1423.0,2.0,71.73,3
798,Banashankari Stage VI,1392.0,3.0,69.46,3
799,Banashankari Stage VI,1410.5,2.0,70.385,3
800,Banashankari Stage VI,4800.0,3.0,200.0,4
801,Banaswadi,1184.0,2.0,53.0,2
802,Banaswadi,1145.0,2.0,55.0,2
803,Banaswadi,1250.0,2.0,60.0,2
804,Banaswadi,1365.0,2.0,73.0,2
805,Banaswadi,1903.0,6.0,140.0,5
806,Banaswadi,1222.0,2.0,80.0,2
807,Banaswadi,870.0,2.0,38.0,2
808,Banaswadi,1200.0,2.0,60.0,2
810,Banaswadi,527.0,1.0,35.0,1
811,Banaswadi,1340.0,2.0,73.0,2
812,Banaswadi,1008.0,2.0,52.0,2
813,Banaswadi,1105.0,2.0,57.0,2
814,Banjara Layout,1200.0,2.0,70.0,2
815,Banjara Layout,1050.0,2.0,64.8,2
816,Banjara Layout,753.0,3.0,59.5,2
817,Banjara Layout,2500.0,4.0,140.0,3
818,Bannerghatta,3012.0,6.0,250.0,4
819,Bannerghatta,1665.0,3.0,110.0,3
820,Bannerghatta,2370.0,4.0,195.0,3
821,Bannerghatta,1100.0,2.0,66.0,2
822,Bannerghatta,2895.5,2.0,246.0,4
823,Bannerghatta,1113.0,2.0,70.0,2
824,Bannerghatta,1200.0,2.0,73.2,2
825,Bannerghatta,1070.0,2.0,87.0,2
826,Bannerghatta,1776.0,3.0,124.0,3
827,Bannerghatta,1776.0,3.0,150.0,3
828,Bannerghatta Road,500.0,1.0,18.5,1
829,Bannerghatta Road,1050.0,2.0,65.0,2
830,Bannerghatta Road,1170.0,2.0,66.0,3
831,Bannerghatta Road,595.0,1.0,33.32,1
832,Bannerghatta Road,1445.0,3.0,95.0,3
833,Bannerghatta Road,1640.0,2.0,120.0,3
835,Bannerghatta Road,1460.0,2.0,90.0,3
837,Bannerghatta Road,1179.0,2.0,66.02,2
838,Bannerghatta Road,1122.5,2.0,58.935,2
839,Bannerghatta Road,793.0,2.0,45.0,2
841,Bannerghatta Road,1400.0,2.0,78.0,2
843,Bannerghatta Road,1215.0,2.0,50.0,2
844,Bannerghatta Road,1654.0,3.0,100.0,3
845,Bannerghatta Road,1181.0,2.0,55.0,2
847,Bannerghatta Road,1200.0,2.0,75.0,2
849,Bannerghatta Road,595.0,1.0,31.83,1
850,Bannerghatta Road,1105.0,2.0,51.0,2
851,Bannerghatta Road,1255.0,2.0,65.26,2
853,Bannerghatta Road,1550.0,3.0,82.0,3
855,Bannerghatta Road,1650.0,3.0,122.0,3
856,Bannerghatta Road,912.0,2.0,55.0,2
857,Bannerghatta Road,1218.0,2.0,73.0,2
859,Bannerghatta Road,1115.0,2.0,65.12,2
861,Bannerghatta Road,1893.0,3.0,100.0,3
862,Bannerghatta Road,1600.0,3.0,95.0,3
863,Bannerghatta Road,1275.0,2.0,65.0,2
864,Bannerghatta Road,892.0,2.0,39.0,2
866,Bannerghatta Road,1260.0,2.0,70.0,2
868,Bannerghatta Road,1157.0,2.0,40.0,2
869,Bannerghatta Road,1150.0,2.0,65.0,2
870,Bannerghatta Road,1559.6266939129125,5.0,260.0,4
872,Bannerghatta Road,1100.0,2.0,39.0,2
874,Bannerghatta Road,1725.0,3.0,110.0,3
875,Bannerghatta Road,1850.0,6.0,150.0,6
877,Bannerghatta Road,950.0,2.0,38.0,2
878,Bannerghatta Road,1220.0,2.0,80.0,2
879,Bannerghatta Road,1130.0,2.0,78.0,2
881,Bannerghatta Road,1486.0,3.0,83.22,3
883,Bannerghatta Road,1015.0,2.0,48.0,2
884,Bannerghatta Road,1115.0,2.0,61.0,2
885,Bannerghatta Road,1136.0,2.0,48.0,2
886,Bannerghatta Road,2700.0,4.0,260.0,4
887,Bannerghatta Road,1200.0,2.0,69.0,3
888,Bannerghatta Road,1465.0,2.0,76.0,3
889,Bannerghatta Road,1302.5,2.0,67.73,2
890,Bannerghatta Road,1200.0,2.0,65.0,2
891,Bannerghatta Road,1240.0,2.0,65.0,2
892,Bannerghatta Road,1476.0,3.0,125.0,3
894,Bannerghatta Road,1532.5,3.0,84.29,3
896,Bannerghatta Road,1268.0,2.0,69.0,2
897,Bannerghatta Road,1450.0,2.0,87.0,3
898,Bannerghatta Road,2932.0,5.0,195.0,4
901,Bannerghatta Road,960.0,2.0,58.0,2
902,Bannerghatta Road,1750.0,3.0,130.0,3
903,Bannerghatta Road,1275.0,2.0,73.0,2
905,Bannerghatta Road,1240.0,2.0,71.0,2
907,Bannerghatta Road,1215.0,2.0,68.0,2
908,Bannerghatta Road,1215.0,2.0,68.0,2
909,Bannerghatta Road,1894.0,3.0,115.0,3
911,Bannerghatta Road,1693.0,3.0,89.0,3
912,Bannerghatta Road,1280.0,2.0,60.16,2
914,Bannerghatta Road,630.0,1.0,35.0,1
915,Bannerghatta Road,1215.0,2.0,68.0,2
916,Bannerghatta Road,1365.0,3.0,76.18,3
917,Bannerghatta Road,1115.0,2.0,78.0,2
918,Bannerghatta Road,1532.5,3.0,79.465,3
920,Bannerghatta Road,1655.0,3.0,90.0,3
921,Bannerghatta Road,1247.0,2.0,47.39,2
922,Bannerghatta Road,1237.5,2.0,49.49,2
923,Bannerghatta Road,1650.0,3.0,94.0,3
924,Bannerghatta Road,905.0,2.0,65.0,2
925,Bannerghatta Road,1000.0,2.0,50.0,2
926,Bannerghatta Road,2185.0,3.0,120.0,4
927,Bannerghatta Road,1012.0,2.0,45.0,2
929,Bannerghatta Road,1460.0,2.0,80.0,3
930,Bannerghatta Road,1340.0,2.0,85.0,2
931,Bannerghatta Road,1711.0,3.0,125.0,3
932,Bannerghatta Road,1520.0,2.0,81.0,3
933,Bannerghatta Road,2826.0,3.0,148.0,3
934,Bannerghatta Road,1115.0,2.0,61.0,2
935,Bannerghatta Road,1154.0,2.0,47.0,2
936,Bannerghatta Road,1000.0,2.0,44.5,2
937,Bannerghatta Road,1250.0,2.0,48.0,2
938,Bannerghatta Road,1640.0,3.0,105.0,3
940,Bannerghatta Road,1012.0,2.0,44.0,2
941,Bannerghatta Road,1527.0,3.0,115.0,3
944,Bannerghatta Road,1550.0,3.0,96.0,3
945,Bannerghatta Road,1200.0,2.0,78.0,2
946,Bannerghatta Road,1885.0,3.0,125.0,3
948,Bannerghatta Road,1450.0,2.0,78.0,3
949,Bannerghatta Road,700.0,1.0,31.2,1
952,Bannerghatta Road,905.0,2.0,58.0,2
954,Bannerghatta Road,1920.0,3.0,122.0,3
955,Bannerghatta Road,2400.0,4.0,180.0,4
957,Bannerghatta Road,1270.0,2.0,45.0,2
958,Bannerghatta Road,1520.0,2.0,80.0,3
959,Bannerghatta Road,1270.0,2.0,73.0,3
960,Bannerghatta Road,1846.0,3.0,120.0,3
962,Bannerghatta Road,1122.5,2.0,61.74,2
963,Bannerghatta Road,1655.0,3.0,95.0,3
964,Bannerghatta Road,1206.0,2.0,53.0,2
965,Bannerghatta Road,1150.0,2.0,55.0,2
966,Bannerghatta Road,1215.0,2.0,65.0,2
967,Bannerghatta Road,1510.0,2.0,110.0,3
968,Bannerghatta Road,1022.0,2.0,35.0,2
969,Bannerghatta Road,1246.0,2.0,47.35,2
970,Bannerghatta Road,1470.0,2.0,85.0,3
971,Bannerghatta Road,1160.0,2.0,45.0,2
972,Bannerghatta Road,970.0,2.0,57.0,2
973,Bannerghatta Road,1527.0,3.0,142.0,3
976,Basavangudi,1036.0,2.0,105.0,2
977,Basavangudi,2600.0,4.0,260.0,4
978,Basavangudi,1600.0,2.0,160.0,3
979,Basavangudi,1560.0,2.0,145.0,2
981,Basavangudi,1800.0,3.0,195.0,3
982,Basavangudi,1100.0,2.0,93.0,2
984,Basavangudi,1050.0,2.0,103.0,2
987,Basavangudi,1180.0,2.0,124.0,2
989,Basavangudi,1200.0,2.0,120.0,2
991,Basavangudi,2453.0,3.0,250.0,4
992,Basaveshwara Nagar,4500.0,5.0,415.0,5
993,Basaveshwara Nagar,1865.0,3.0,145.0,3
994,Basaveshwara Nagar,1200.0,2.0,90.0,2
995,Basaveshwara Nagar,2400.0,4.0,310.0,5
996,Basaveshwara Nagar,1200.0,2.0,80.0,2
997,Basaveshwara Nagar,900.0,2.0,60.0,2
998,Basaveshwara Nagar,1900.0,3.0,150.0,3
999,Basaveshwara Nagar,1200.0,2.0,85.0,2
1000,Basaveshwara Nagar,1200.0,2.0,70.0,2
1001,Battarahalli,1200.0,2.0,65.0,2
1002,Battarahalli,1779.0,3.0,89.61,3
1003,Battarahalli,1300.0,2.0,50.0,2
1004,Battarahalli,1945.0,3.0,97.42,3
1005,Battarahalli,1777.0,3.0,100.0,3
1006,Battarahalli,1135.0,2.0,43.0,2
1007,Battarahalli,1276.0,2.0,45.0,2
1008,Battarahalli,1880.0,3.0,94.36,3
1009,Battarahalli,1071.0,2.0,62.0,2
1010,Battarahalli,1165.0,2.0,43.0,2
1011,Battarahalli,1636.0,2.0,82.89,2
1012,Battarahalli,1779.0,3.0,90.0,3
1014,Battarahalli,1090.0,2.0,38.37,2
1015,Battarahalli,2082.0,3.0,104.0,3
1016,Battarahalli,2024.0,3.0,103.0,3
1017,Battarahalli,1097.0,2.0,49.0,2
1019,Begur,1419.0,2.0,59.0,3
1020,Begur,1580.0,3.0,75.0,3
1021,Begur,1559.0,3.0,63.0,3
1022,Begur,1445.0,2.0,47.1,3
1023,Begur,1475.0,2.0,74.0,3
1024,Begur,3500.0,4.0,185.0,3
1025,Begur,1100.0,2.0,55.0,2
1026,Begur,1306.0,2.0,65.0,2
1027,Begur,1304.0,3.0,65.0,3
1028,Begur,1411.0,2.0,60.0,3
1029,Begur,815.0,2.0,40.0,2
1030,Begur,1443.0,2.0,70.0,3
1031,Begur Road,1200.0,2.0,44.0,2
1032,Begur Road,1200.0,2.0,46.8,2
1033,Begur Road,1160.0,2.0,44.0,2
1034,Begur Road,1584.0,3.0,65.0,3
1036,Begur Road,1615.0,3.0,59.76,3
1037,Begur Road,1200.0,2.0,43.2,2
1038,Begur Road,1160.0,2.0,44.08,2
1039,Begur Road,1200.0,2.0,45.0,2
1040,Begur Road,1615.0,3.0,60.0,3
1041,Begur Road,1410.0,2.0,53.0,3
1042,Begur Road,1200.0,2.0,37.8,2
1043,Begur Road,1160.0,2.0,40.59,2
1044,Begur Road,1260.0,2.0,46.62,2
1045,Begur Road,1600.0,3.0,58.14,3
1047,Begur Road,1500.0,2.0,70.0,3
1048,Begur Road,1160.0,2.0,42.0,2
1049,Begur Road,1240.0,2.0,39.06,2
1050,Begur Road,1200.0,2.0,45.0,2
1051,Begur Road,1500.0,2.0,55.0,3
1052,Begur Road,1410.0,2.0,52.17,3
1054,Begur Road,1583.0,3.0,74.4,3
1055,Begur Road,1170.0,2.0,46.0,2
1056,Begur Road,1160.0,2.0,42.92,2
1057,Begur Road,1410.0,2.0,52.17,3
1059,Begur Road,1565.0,2.0,59.76,3
1060,Begur Road,1160.0,2.0,42.0,2
1062,Begur Road,1410.0,2.0,53.58,3
1063,Begur Road,1200.0,2.0,45.0,2
1064,Begur Road,1200.0,2.0,42.6,2
1065,Begur Road,1160.0,2.0,42.0,2
1066,Begur Road,1334.0,2.0,42.69,2
1067,Begur Road,1565.0,2.0,57.91,3
1068,Begur Road,1200.0,2.0,45.6,2
1069,Begur Road,1215.0,2.0,43.13,2
1070,Begur Road,1160.0,2.0,36.54,2
1072,Begur Road,1200.0,2.0,44.4,2
1074,Begur Road,1260.0,2.0,39.69,2
1075,Begur Road,2464.5,6.0,118.0,4
1076,Begur Road,1160.0,2.0,44.0,2
1078,Begur Road,952.0,2.0,42.0,2
1081,Begur Road,1200.0,2.0,42.0,2
1082,Begur Road,1240.0,2.0,45.88,2
1083,Begur Road,1200.0,3.0,50.0,3
1085,Begur Road,1200.0,2.0,44.0,2
1087,Begur Road,1100.0,2.0,42.6,2
1088,Begur Road,1565.0,2.0,57.91,3
1089,Begur Road,1200.0,2.0,44.4,2
1090,Begur Road,1160.0,2.0,36.54,2
1091,Begur Road,1215.0,2.0,43.75,2
1092,Begur Road,1200.0,2.0,44.73,2
1093,Begur Road,1160.0,2.0,42.0,2
1094,Begur Road,1410.0,2.0,54.99,3
1095,Bellandur,1767.0,3.0,103.0,3
1096,Bellandur,1205.0,2.0,66.0,2
1097,Bellandur,1250.0,2.0,76.0,2
1098,Bellandur,1000.0,2.0,50.0,2
1099,Bellandur,1281.0,2.0,74.0,2
1100,Bellandur,921.0,2.0,40.0,2
1102,Bellandur,1490.0,2.0,98.0,3
1104,Bellandur,2039.0,3.0,168.0,3
1105,Bellandur,1605.0,3.0,85.0,3
1106,Bellandur,1692.0,3.0,88.0,3
1107,Bellandur,1220.0,2.0,60.0,2
1108,Bellandur,1299.0,2.0,82.0,2
1109,Bellandur,900.0,2.0,56.0,2
1110,Bellandur,1350.0,2.0,79.0,2
1111,Bellandur,1286.0,2.0,57.0,2
1112,Bellandur,3016.0,4.0,230.0,4
1113,Bellandur,1457.0,2.0,85.0,2
1114,Bellandur,1195.0,2.0,51.0,2
1115,Bellandur,1050.0,2.0,72.0,2
1116,Bellandur,3600.0,4.0,260.0,4
1117,Bellandur,1310.0,2.0,72.0,2
1118,Bellandur,924.0,2.0,35.11,2
1119,Bellandur,1785.0,3.0,118.0,3
1120,Bellandur,1051.0,2.0,60.0,2
1122,Bellandur,1060.0,2.0,65.0,2
1123,Bellandur,1100.0,2.0,62.0,2
1124,Bellandur,1550.0,2.0,59.0,2
1125,Bellandur,924.0,2.0,35.11,2
1127,Bellandur,1685.0,3.0,100.0,3
1128,Bellandur,982.0,2.0,55.0,2
1129,Bellandur,981.0,2.0,37.28,2
1130,Bellandur,1205.0,2.0,59.0,2
1131,Bellandur,1063.0,2.0,58.0,2
1132,Bellandur,1201.0,2.0,59.99,2
1133,Bellandur,1325.0,2.0,65.0,2
1134,Bellandur,1281.0,2.0,87.0,2
1136,Bellandur,1200.0,2.0,52.0,2
1137,Bellandur,1785.0,3.0,120.0,3
1138,Bellandur,1088.0,2.0,48.0,2
1139,Bellandur,1310.0,2.0,85.0,2
1140,Bellandur,982.0,2.0,37.28,2
1141,Bellandur,1465.0,3.0,90.0,2
1142,Bellandur,1767.0,3.0,109.0,3
1143,Bellandur,924.0,2.0,35.11,2
1144,Bellandur,3600.0,4.0,245.0,4
1145,Bellandur,1170.0,2.0,46.79,2
1146,Bellandur,1150.0,2.0,69.44,2
1147,Bellandur,1200.0,2.0,45.0,2
1149,Bellandur,1410.0,3.0,92.0,2
1150,Bellandur,950.0,2.0,35.0,2
1151,Bellandur,1015.0,2.0,60.0,2
1153,Bellandur,1685.0,3.0,101.0,3
1154,Bellandur,1735.0,3.0,105.0,3
1155,Bellandur,1685.0,3.0,115.0,3
1156,Bellandur,1846.0,3.0,135.0,3
1157,Bellandur,1049.0,2.0,51.0,2
1159,Bellandur,1211.0,2.0,63.0,2
1160,Bellandur,1717.0,3.0,110.0,3
1162,Bellandur,1185.0,2.0,47.39,2
1163,Bellandur,1200.0,2.0,62.0,2
1167,Bellandur,1251.0,2.0,47.0,2
1169,Bellandur,960.0,2.0,48.0,2
1170,Bellandur,1690.0,2.0,116.0,3
1171,Bellandur,950.0,1.0,40.0,1
1172,Bellandur,850.0,2.0,45.0,2
1173,Bellandur,1454.0,2.0,90.0,2
1175,Bellandur,1195.0,2.0,52.0,2
1176,Bellandur,1435.0,2.0,115.0,3
1178,Bellandur,1260.0,2.0,83.5,2
1179,Bellandur,1535.0,3.0,90.0,3
1180,Bellandur,1047.0,2.0,75.0,2
1181,Bellandur,1096.0,2.0,40.0,2
1182,Bellandur,1262.0,2.0,47.0,2
1183,Benson Town,3200.0,4.0,350.0,3
1184,Benson Town,4460.0,5.0,650.0,4
1185,Benson Town,2850.0,4.0,470.0,3
1186,Benson Town,1300.0,2.0,120.0,2
1187,Benson Town,1567.0,3.0,140.0,2
1188,Benson Town,3633.0,6.0,550.0,4
1189,Benson Town,1688.12,2.0,270.0,2
1190,Benson Town,1805.0,3.0,280.0,3
1191,Benson Town,1688.0,2.0,280.0,2
1192,Bharathi Nagar,1322.0,2.0,68.0,2
1193,Bharathi Nagar,1351.0,2.0,70.0,2
1194,Bharathi Nagar,1384.0,2.0,59.0,2
1195,Bharathi Nagar,1351.0,2.0,74.0,2
1196,Bharathi Nagar,1432.0,2.0,68.0,2
1198,Bharathi Nagar,1349.0,2.0,56.7,2
1199,Bharathi Nagar,1328.0,2.0,69.0,2
1200,Bharathi Nagar,1300.0,2.0,55.86,2
1201,Bhoganhalli,1670.0,3.0,99.0,3
1204,Bhoganhalli,1444.0,2.0,75.97,2
1205,Bhoganhalli,1447.0,2.0,75.97,2
1206,Bhoganhalli,1700.0,3.0,126.0,3
1207,Bhoganhalli,1447.0,2.0,75.97,2
1212,Bhoganhalli,1760.0,3.0,127.0,3
1214,Bhoganhalli,1447.0,2.0,75.97,2
1215,Bhoganhalli,1949.0,3.0,129.0,3
1216,Bhoganhalli,1760.0,3.0,128.0,3
1217,Bhoganhalli,1447.0,2.0,75.97,2
1218,Bhoganhalli,2439.0,4.0,185.0,4
1222,Bhoganhalli,1444.0,2.0,75.97,2
1223,Bhoganhalli,1205.0,2.0,64.47,2
1224,Bhoganhalli,1447.0,2.0,75.97,2
1225,Bhoganhalli,2439.0,5.0,170.0,4
1227,Bhoganhalli,1205.0,2.0,68.32,2
1228,Bhoganhalli,1260.0,2.0,69.9,2
1229,Bhoganhalli,2439.0,4.0,170.0,4
1230,Bhoganhalli,1707.0,3.0,115.0,3
1232,Bhoganhalli,970.0,2.0,52.5,2
1234,Bhoganhalli,1277.0,2.0,79.89,2
1236,Bhoganhalli,1703.0,3.0,120.0,3
1238,Billekahalli,1125.0,2.0,62.0,2
1240,Billekahalli,1090.0,2.0,52.0,2
1241,Billekahalli,1112.0,2.0,62.0,2
1242,Billekahalli,2400.0,3.0,150.0,3
1243,Billekahalli,2968.0,3.0,225.0,3
1244,Billekahalli,950.0,2.0,58.11,2
1245,Billekahalli,1360.0,2.0,110.0,2
1246,Billekahalli,1125.0,2.0,65.0,2
1247,Billekahalli,950.0,2.0,56.0,2
1249,Billekahalli,1805.0,3.0,134.0,3
1250,Binny Pete,1755.0,3.0,122.0,3
1251,Binny Pete,665.0,1.0,50.75,1
1252,Binny Pete,2465.0,5.0,234.0,3
1254,Binny Pete,1245.0,2.0,86.28,2
1255,Binny Pete,660.0,1.0,54.0,1
1256,Binny Pete,665.0,1.0,46.08,1
1257,Binny Pete,660.0,1.0,62.0,1
1258,Binny Pete,1365.0,2.0,122.0,2
1259,Binny Pete,2940.0,6.0,280.0,4
1260,Binny Pete,1795.0,3.0,139.0,3
1261,Binny Pete,1740.0,3.0,150.0,3
1262,Binny Pete,1970.0,3.0,164.0,3
1263,Binny Pete,1516.0,3.0,147.0,3
1264,Bisuvanahalli,1180.0,3.0,48.0,3
1266,Bisuvanahalli,1075.0,2.0,46.0,3
1269,Bisuvanahalli,1075.0,2.0,45.0,3
1271,Bisuvanahalli,845.0,2.0,33.0,2
1272,Bisuvanahalli,1075.0,2.0,45.0,3
1273,Bisuvanahalli,845.0,2.0,37.0,2
1276,Bisuvanahalli,845.0,2.0,29.0,2
1277,Bisuvanahalli,1075.0,2.0,47.0,3
1278,Bisuvanahalli,850.0,1.0,32.0,2
1279,Bisuvanahalli,1075.0,2.0,50.0,3
1280,Bisuvanahalli,1075.0,2.0,52.0,3
1281,Bisuvanahalli,1180.0,2.0,46.0,3
1282,Bisuvanahalli,1075.0,2.0,42.0,3
1283,Bisuvanahalli,845.0,2.0,37.0,2
1284,Bisuvanahalli,1075.0,2.0,43.0,3
1285,Bisuvanahalli,700.0,1.0,32.0,2
1286,Bisuvanahalli,1075.0,2.0,52.0,3
1287,Bisuvanahalli,1075.0,2.0,50.0,3
1289,Bisuvanahalli,845.0,2.0,33.0,2
1290,Bisuvanahalli,945.0,2.0,33.0,2
